loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term,fico_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3296,0, Not Graduate, No,38000,148000,10,390,59000,57000,95000,46000, Rejected
3297,4, Graduate, No,31000,63000,4,370,86000,41000,88000,28000, Rejected
3298,3, Not Graduate, Yes,60000,213000,4,802,47000,89000,173000,76000, Approved
3299,2, Not Graduate, Yes,68000,155000,12,338,99000,12000,218000,85000, Rejected
3300,5, Not Graduate, No,52000,117000,6,658,81000,51000,114000,56000, Approved
3301,0, Not Graduate, No,19000,67000,12,595,30000,32000,49000,17000, Approved
3302,5, Graduate, Yes,36000,85000,20,594,44000,64000,74000,45000, Approved
3303,3, Graduate, Yes,15000,41000,14,611,6000,20000,48000,21000, Approved
3304,3, Not Graduate, No,20000,58000,8,799,30000,31000,55000,10000, Approved
3305,5, Graduate, No,92000,186000,20,497,10000,3000,242000,107000, Rejected
3306,0, Not Graduate, Yes,61000,159000,18,456,129000,108000,191000,88000, Rejected
3307,5, Not Graduate, No,3000,5000,8,396,4000,3000,12000,2000, Rejected
3308,1, Graduate, No,8000,23000,10,770,9000,9000,29000,11000, Approved
3309,0, Not Graduate, No,33000,90000,16,797,30000,64000,103000,33000, Approved
3310,1, Not Graduate, No,58000,187000,20,586,141000,30000,156000,60000, Approved
3311,5, Not Graduate, No,85000,234000,16,604,251000,165000,245000,48000, Approved
3312,0, Not Graduate, Yes,41000,128000,8,799,37000,7000,94000,27000, Approved
3313,2, Graduate, No,78000,264000,4,763,22000,84000,166000,67000, Approved
3314,0, Graduate, No,75000,230000,14,725,89000,48000,202000,71000, Approved
3315,2, Graduate, No,23000,88000,18,336,18000,8000,52000,15000, Rejected
3316,4, Graduate, Yes,6000,23000,6,495,17000,6000,20000,3000, Rejected
3317,1, Not Graduate, No,29000,115000,20,431,36000,38000,59000,31000, Rejected
3318,5, Not Graduate, No,9000,22000,2,415,6000,17000,29000,7000, Rejected
3319,5, Graduate, Yes,90000,204000,6,451,52000,114000,282000,90000, Rejected
3320,1, Not Graduate, No,48000,143000,4,489,124000,79000,177000,36000, Rejected
3321,1, Graduate, No,16000,46000,12,415,8000,6000,39000,15000, Rejected
3322,3, Not Graduate, No,26000,81000,12,425,73000,19000,68000,22000, Rejected
3323,4, Graduate, Yes,18000,46000,14,453,17000,24000,47000,16000, Rejected
3324,5, Graduate, Yes,44000,118000,20,634,59000,73000,152000,43000, Approved
3325,2, Not Graduate, No,2000,3000,20,519,0,0,4000,3000, Rejected
3326,4, Not Graduate, Yes,8000,21000,6,353,7000,3000,29000,12000, Rejected
3327,3, Graduate, No,15000,32000,4,767,20000,4000,37000,14000, Approved
3328,0, Not Graduate, Yes,77000,169000,14,473,221000,40000,290000,64000, Rejected
3329,5, Graduate, Yes,72000,213000,2,801,99000,17000,204000,72000, Approved
3330,4, Graduate, No,10000,23000,16,543,2000,1000,20000,10000, Rejected
3331,1, Graduate, No,63000,172000,12,714,101000,42000,247000,85000, Approved
3332,3, Graduate, No,19000,41000,12,830,46000,11000,53000,21000, Approved
3333,5, Graduate, No,44000,153000,4,401,2000,54000,175000,24000, Approved
3334,0, Not Graduate, No,91000,264000,6,518,158000,11000,353000,57000, Rejected
3335,2, Graduate, Yes,9000,23000,20,367,0,12000,34000,13000, Rejected
3336,0, Graduate, Yes,46000,120000,12,493,45000,7000,162000,36000, Rejected
3337,2, Graduate, Yes,94000,227000,14,505,40000,169000,247000,115000, Rejected
3338,5, Graduate, No,69000,265000,16,322,205000,98000,171000,94000, Rejected
3339,2, Graduate, No,3000,9000,8,735,8000,4000,5000,1000, Approved
3340,5, Graduate, Yes,19000,67000,2,622,42000,2000,39000,17000, Approved
3341,4, Graduate, Yes,44000,164000,6,513,54000,75000,131000,57000, Rejected
3342,4, Not Graduate, Yes,12000,41000,16,585,9000,9000,23000,9000, Approved
3343,1, Graduate, Yes,10000,30000,10,813,29000,5000,33000,8000, Approved
3344,0, Graduate, No,31000,104000,18,622,13000,50000,72000,16000, Approved
3345,1, Graduate, Yes,21000,63000,16,899,24000,22000,44000,22000, Approved
3346,0, Not Graduate, No,21000,47000,2,459,40000,13000,81000,12000, Rejected
3347,4, Graduate, No,94000,333000,18,369,206000,56000,322000,72000, Rejected
3348,2, Not Graduate, No,97000,377000,6,601,3000,31000,238000,118000, Approved
3349,4, Graduate, No,14000,27000,18,703,6000,13000,54000,9000, Approved
3350,2, Not Graduate, No,47000,146000,20,597,82000,60000,141000,68000, Approved
3351,3, Not Graduate, Yes,41000,133000,10,670,19000,55000,132000,61000, Approved
3352,4, Not Graduate, Yes,12000,28000,6,366,33000,3000,42000,14000, Rejected
3353,5, Not Graduate, No,79000,278000,16,857,233000,125000,172000,106000, Approved
3354,2, Not Graduate, No,66000,150000,16,401,136000,66000,235000,33000, Rejected
3355,0, Not Graduate, No,22000,88000,4,437,16000,23000,83000,20000, Approved
3356,3, Not Graduate, No,55000,176000,8,882,58000,78000,203000,31000, Approved
3357,4, Graduate, No,51000,155000,8,392,67000,81000,136000,67000, Rejected
3358,2, Not Graduate, Yes,39000,77000,10,421,97000,75000,141000,21000, Rejected
3359,5, Graduate, No,2000,4000,6,722,3000,3000,4000,1000, Approved
3360,4, Graduate, No,58000,147000,10,692,23000,101000,177000,39000, Approved
3361,5, Not Graduate, No,83000,207000,2,537,84000,143000,197000,78000, Rejected
3362,5, Graduate, Yes,26000,55000,8,676,67000,8000,72000,13000, Approved
3363,1, Graduate, No,21000,81000,6,817,46000,29000,49000,29000, Approved
3364,4, Not Graduate, No,39000,108000,20,433,47000,16000,145000,23000, Rejected
3365,1, Graduate, Yes,52000,163000,6,524,110000,34000,207000,46000, Rejected
3366,3, Not Graduate, Yes,78000,244000,20,490,67000,51000,177000,41000, Rejected
3367,3, Not Graduate, Yes,54000,143000,4,595,41000,28000,193000,49000, Approved
3368,2, Not Graduate, No,29000,110000,2,835,49000,32000,115000,14000, Approved
3369,4, Graduate, No,71000,283000,6,850,56000,71000,260000,97000, Approved
3370,1, Graduate, Yes,8000,25000,4,409,13000,10000,31000,9000, Approved
3371,5, Graduate, Yes,34000,128000,10,760,98000,43000,110000,46000, Approved
3372,1, Graduate, Yes,68000,176000,14,344,55000,56000,181000,77000, Rejected
3373,4, Graduate, Yes,70000,271000,12,881,83000,94000,172000,95000, Approved
3374,0, Graduate, Yes,93000,245000,10,600,202000,7000,326000,54000, Approved
3375,2, Graduate, No,75000,199000,10,790,35000,130000,199000,59000, Approved
3376,3, Graduate, Yes,80000,312000,20,392,73000,84000,160000,60000, Rejected
3377,5, Graduate, Yes,16000,41000,2,748,14000,10000,42000,10000, Approved
3378,1, Graduate, Yes,67000,188000,6,798,87000,59000,180000,61000, Approved
3379,3, Not Graduate, No,38000,114000,4,323,58000,40000,96000,44000, Approved
3380,1, Not Graduate, Yes,27000,54000,6,413,48000,15000,61000,26000, Rejected
3381,3, Graduate, No,13000,29000,8,733,38000,19000,38000,18000, Approved
3382,4, Not Graduate, No,34000,105000,16,543,31000,45000,111000,45000, Rejected
3383,3, Graduate, No,34000,109000,14,757,54000,16000,77000,30000, Approved
3384,5, Graduate, Yes,24000,68000,8,464,19000,13000,95000,19000, Rejected
3385,0, Not Graduate, No,19000,69000,4,749,21000,37000,43000,22000, Approved
3386,4, Graduate, No,7000,22000,6,680,3000,2000,25000,3000, Approved
3387,1, Not Graduate, No,69000,209000,4,574,32000,18000,250000,52000, Approved
3388,5, Graduate, Yes,3000,8000,18,774,4000,2000,9000,4000, Approved
3389,3, Not Graduate, No,60000,187000,10,387,66000,62000,233000,67000, Rejected
3390,1, Not Graduate, No,43000,164000,20,397,67000,62000,102000,57000, Rejected
3391,4, Graduate, No,58000,135000,14,816,138000,93000,204000,79000, Approved
3392,2, Graduate, Yes,33000,67000,8,845,13000,46000,123000,32000, Approved
3393,2, Not Graduate, No,4000,15000,4,743,7000,5000,12000,3000, Approved
3394,5, Not Graduate, No,3000,6000,4,418,5000,2000,7000,2000, Rejected
3395,1, Not Graduate, No,42000,107000,6,466,74000,70000,140000,47000, Rejected
3396,2, Not Graduate, Yes,6000,23000,12,335,4000,9000,12000,4000, Rejected
3397,5, Not Graduate, Yes,44000,152000,6,446,95000,22000,167000,58000, Rejected
3398,0, Graduate, Yes,92000,294000,2,868,92000,138000,320000,53000, Approved
3399,2, Graduate, Yes,69000,253000,4,763,90000,36000,213000,55000, Approved
3400,5, Not Graduate, Yes,51000,137000,14,527,121000,89000,194000,47000, Rejected
3401,4, Graduate, No,34000,127000,2,741,33000,61000,77000,37000, Approved
3402,4, Not Graduate, Yes,86000,268000,12,802,74000,28000,321000,117000, Approved
3403,3, Not Graduate, Yes,92000,289000,8,538,139000,83000,324000,49000, Rejected
3404,5, Graduate, Yes,48000,163000,4,523,88000,23000,100000,28000, Approved
3405,4, Not Graduate, No,28000,83000,14,381,32000,11000,91000,15000, Rejected
3406,1, Graduate, Yes,34000,70000,4,534,31000,16000,130000,40000, Rejected
3407,5, Not Graduate, Yes,8000,22000,14,574,22000,12000,17000,11000, Approved
3408,1, Not Graduate, No,41000,111000,6,405,120000,29000,90000,59000, Rejected
3409,0, Not Graduate, No,19000,38000,16,542,8000,5000,40000,21000, Rejected
3410,5, Graduate, Yes,67000,254000,14,820,103000,81000,185000,39000, Approved
3411,0, Graduate, No,52000,134000,2,505,120000,79000,204000,62000, Rejected
3412,3, Graduate, Yes,67000,164000,2,508,44000,109000,253000,92000, Rejected
3413,1, Not Graduate, Yes,47000,150000,20,835,21000,25000,101000,38000, Approved
3414,0, Not Graduate, No,60000,220000,12,826,14000,20000,141000,70000, Approved
3415,5, Not Graduate, Yes,65000,189000,12,427,51000,19000,182000,78000, Rejected
3416,3, Graduate, No,5000,20000,12,890,8000,7000,18000,4000, Approved
3417,4, Not Graduate, No,57000,133000,2,333,94000,30000,118000,82000, Rejected
3418,4, Not Graduate, Yes,68000,200000,12,679,202000,109000,269000,66000, Approved
3419,5, Not Graduate, No,31000,123000,18,805,49000,19000,61000,28000, Approved
3420,3, Not Graduate, No,51000,110000,16,826,118000,29000,129000,27000, Approved
3421,1, Not Graduate, Yes,63000,239000,10,844,163000,49000,168000,45000, Approved
3422,5, Graduate, Yes,44000,141000,10,663,53000,49000,175000,26000, Approved
3423,1, Not Graduate, No,81000,219000,6,884,151000,54000,275000,66000, Approved
3424,1, Not Graduate, No,11000,37000,2,508,2000,0,22000,13000, Approved
3425,0, Graduate, Yes,24000,69000,4,581,51000,45000,60000,34000, Approved
3426,3, Graduate, Yes,70000,263000,12,481,143000,128000,151000,99000, Rejected
3427,1, Graduate, Yes,87000,300000,12,543,219000,127000,306000,127000, Rejected
3428,0, Not Graduate, Yes,35000,126000,10,448,12000,25000,104000,36000, Rejected
3429,1, Graduate, Yes,16000,53000,4,713,14000,14000,49000,13000, Approved
3430,5, Not Graduate, Yes,78000,173000,16,493,8000,45000,163000,93000, Rejected
3431,2, Not Graduate, No,37000,92000,10,819,85000,20000,102000,31000, Approved
3432,4, Graduate, No,4000,14000,18,827,-1000,0,9000,6000, Approved
3433,0, Not Graduate, No,48000,157000,10,398,49000,74000,171000,64000, Rejected
3434,0, Graduate, Yes,29000,75000,18,692,32000,3000,75000,40000, Approved
3435,5, Graduate, Yes,50000,146000,18,509,118000,25000,198000,49000, Rejected
3436,0, Graduate, Yes,76000,181000,16,439,128000,59000,298000,106000, Rejected
3437,1, Graduate, No,30000,94000,4,622,6000,35000,96000,20000, Approved
3438,3, Not Graduate, Yes,2000,7000,18,526,4000,1000,5000,0, Rejected
3439,5, Not Graduate, Yes,68000,190000,8,865,95000,72000,250000,63000, Approved
3440,5, Not Graduate, Yes,97000,274000,2,328,0,184000,220000,79000, Rejected
3441,0, Graduate, Yes,12000,42000,4,768,28000,22000,28000,15000, Approved
3442,5, Not Graduate, Yes,74000,240000,16,854,43000,67000,206000,87000, Approved
3443,4, Graduate, No,69000,208000,4,839,26000,24000,161000,74000, Approved
3444,0, Not Graduate, Yes,91000,233000,18,414,177000,25000,338000,64000, Rejected
3445,0, Graduate, Yes,13000,47000,16,530,32000,10000,38000,8000, Rejected
3446,3, Graduate, No,66000,146000,10,841,153000,121000,148000,60000, Approved
3447,3, Not Graduate, Yes,18000,57000,14,670,53000,31000,35000,27000, Approved
3448,5, Not Graduate, Yes,82000,209000,14,726,114000,48000,260000,84000, Approved
3449,4, Not Graduate, No,28000,83000,14,352,49000,26000,71000,37000, Rejected
3450,1, Graduate, Yes,70000,160000,4,554,130000,86000,266000,79000, Approved
3451,4, Graduate, No,7000,18000,18,728,4000,13000,22000,6000, Approved
3452,0, Not Graduate, No,74000,255000,6,463,23000,56000,268000,84000, Rejected
3453,5, Not Graduate, Yes,23000,50000,10,431,3000,37000,87000,29000, Rejected
3454,1, Graduate, Yes,6000,19000,8,445,12000,1000,16000,3000, Rejected
3455,5, Graduate, No,10000,30000,4,896,28000,11000,20000,11000, Approved
3456,1, Not Graduate, Yes,22000,52000,8,420,29000,1000,50000,23000, Rejected
3457,1, Not Graduate, No,80000,309000,2,315,235000,12000,195000,73000, Approved
3458,4, Not Graduate, No,86000,209000,10,867,243000,72000,237000,99000, Approved
3459,3, Not Graduate, Yes,75000,260000,2,342,139000,19000,269000,112000, Approved
3460,5, Not Graduate, Yes,52000,118000,18,711,143000,51000,155000,45000, Approved
3461,2, Not Graduate, No,79000,209000,2,723,17000,18000,163000,71000, Approved
3462,1, Graduate, Yes,42000,113000,4,704,47000,28000,149000,40000, Approved
3463,0, Graduate, No,65000,202000,16,842,83000,122000,143000,96000, Approved
3464,0, Graduate, Yes,74000,152000,12,600,62000,85000,188000,41000, Approved
3465,3, Not Graduate, No,91000,256000,12,688,89000,163000,279000,111000, Approved
3466,0, Not Graduate, No,8000,23000,16,739,18000,6000,20000,4000, Approved
3467,1, Graduate, Yes,8000,28000,10,798,13000,13000,25000,4000, Approved
3468,5, Graduate, Yes,41000,99000,4,319,76000,74000,120000,55000, Rejected
3469,5, Graduate, Yes,42000,87000,6,583,60000,8000,85000,25000, Approved
3470,3, Graduate, Yes,48000,115000,12,535,36000,80000,156000,54000, Rejected
3471,3, Not Graduate, Yes,83000,259000,8,696,144000,122000,235000,71000, Approved
3472,4, Not Graduate, No,76000,239000,8,672,25000,16000,202000,67000, Approved
3473,4, Graduate, No,51000,123000,20,410,92000,92000,187000,56000, Rejected
3474,5, Graduate, No,36000,116000,14,546,85000,3000,120000,48000, Rejected
3475,3, Not Graduate, Yes,54000,168000,16,550,107000,64000,134000,70000, Approved
3476,5, Not Graduate, No,7000,14000,4,344,15000,8000,26000,3000, Rejected
3477,2, Not Graduate, Yes,98000,382000,10,743,54000,148000,243000,53000, Approved
3478,4, Graduate, No,97000,364000,4,772,138000,113000,381000,135000, Approved
3479,0, Graduate, Yes,94000,299000,12,302,123000,15000,357000,82000, Rejected
3480,3, Graduate, Yes,32000,91000,18,376,45000,8000,90000,17000, Rejected
3481,0, Graduate, Yes,37000,116000,10,747,0,45000,90000,35000, Approved
3482,2, Graduate, Yes,42000,158000,6,710,123000,37000,126000,46000, Approved
3483,2, Not Graduate, No,70000,242000,6,892,206000,5000,214000,92000, Approved
3484,3, Not Graduate, No,32000,115000,16,492,48000,23000,104000,32000, Rejected
3485,5, Graduate, No,79000,177000,2,559,197000,28000,289000,54000, Approved
3486,3, Not Graduate, No,22000,83000,18,314,11000,9000,58000,20000, Rejected
3487,0, Graduate, Yes,27000,84000,6,744,12000,41000,75000,20000, Approved
3488,5, Not Graduate, No,68000,180000,12,690,178000,118000,250000,93000, Approved
3489,3, Graduate, Yes,63000,233000,4,347,183000,122000,211000,81000, Approved
3490,5, Graduate, Yes,90000,314000,2,677,120000,108000,207000,87000, Approved
3491,1, Graduate, No,47000,157000,4,468,133000,51000,162000,36000, Approved
3492,2, Not Graduate, No,81000,175000,4,674,108000,127000,232000,93000, Approved
3493,2, Not Graduate, No,90000,273000,14,353,226000,44000,269000,72000, Rejected
3494,4, Not Graduate, No,38000,141000,8,727,39000,49000,82000,54000, Approved
3495,4, Not Graduate, Yes,88000,222000,10,512,68000,40000,319000,99000, Rejected
3496,3, Not Graduate, Yes,87000,272000,18,454,91000,93000,309000,120000, Rejected
3497,5, Not Graduate, No,50000,124000,14,315,74000,86000,170000,40000, Rejected
3498,0, Not Graduate, Yes,60000,227000,10,480,2000,119000,137000,87000, Rejected
3499,2, Graduate, Yes,91000,242000,16,685,256000,19000,311000,91000, Approved
3500,1, Graduate, No,74000,179000,6,460,26000,13000,259000,50000, Rejected
3501,1, Not Graduate, Yes,83000,284000,16,704,14000,117000,169000,114000, Approved
3502,1, Graduate, Yes,76000,239000,12,692,5000,122000,270000,50000, Approved
3503,1, Not Graduate, Yes,35000,96000,4,398,17000,60000,79000,46000, Rejected
3504,5, Graduate, Yes,10000,35000,18,882,9000,5000,29000,6000, Approved
3505,5, Graduate, Yes,99000,259000,4,860,78000,2000,380000,54000, Approved
3506,2, Graduate, Yes,57000,151000,18,330,59000,38000,166000,62000, Rejected
3507,5, Graduate, No,7000,24000,16,447,13000,7000,26000,8000, Rejected
3508,0, Not Graduate, Yes,96000,238000,12,788,99000,144000,212000,104000, Approved
3509,1, Not Graduate, No,93000,289000,6,526,111000,16000,197000,110000, Rejected
3510,0, Graduate, No,95000,284000,18,577,62000,103000,302000,141000, Approved
3511,4, Graduate, Yes,87000,234000,16,372,106000,117000,200000,80000, Rejected
3512,5, Graduate, Yes,73000,210000,14,759,155000,80000,203000,108000, Approved
3513,3, Graduate, Yes,41000,127000,10,465,64000,19000,141000,32000, Rejected
3514,2, Graduate, No,29000,102000,4,789,12000,41000,61000,36000, Approved
3515,3, Graduate, Yes,75000,179000,2,680,70000,118000,250000,63000, Approved
3516,1, Graduate, No,79000,257000,20,681,149000,30000,181000,88000, Approved
3517,1, Graduate, Yes,69000,223000,16,673,174000,1000,213000,90000, Approved
3518,0, Not Graduate, No,69000,229000,10,313,56000,93000,262000,80000, Rejected
3519,0, Not Graduate, No,48000,188000,16,551,79000,94000,173000,55000, Approved
3520,5, Graduate, Yes,77000,244000,8,453,14000,77000,220000,100000, Rejected
3521,3, Not Graduate, No,69000,227000,4,650,9000,134000,155000,64000, Approved
3522,1, Not Graduate, No,12000,45000,4,439,32000,18000,29000,12000, Approved
3523,1, Graduate, No,29000,96000,4,658,82000,43000,70000,27000, Approved
3524,4, Graduate, Yes,55000,189000,6,379,139000,91000,185000,31000, Rejected
3525,4, Graduate, Yes,32000,107000,4,450,73000,30000,82000,18000, Approved
3526,5, Not Graduate, No,26000,82000,4,849,74000,20000,89000,27000, Approved
3527,0, Graduate, No,5000,16000,18,865,14000,4000,10000,2000, Approved
3528,0, Graduate, No,18000,69000,10,853,9000,4000,37000,17000, Rejected
3529,0, Not Graduate, No,13000,49000,12,555,24000,12000,41000,17000, Approved
3530,1, Not Graduate, No,99000,207000,20,821,127000,82000,381000,111000, Approved
3531,0, Not Graduate, No,20000,47000,2,820,47000,5000,79000,12000, Approved
3532,1, Not Graduate, No,51000,153000,4,721,70000,61000,153000,59000, Approved
3533,4, Graduate, Yes,82000,240000,20,831,230000,30000,248000,54000, Approved
3534,5, Not Graduate, No,42000,126000,18,571,89000,32000,117000,62000, Approved
3535,2, Not Graduate, Yes,13000,49000,8,582,21000,18000,34000,17000, Approved
3536,1, Not Graduate, Yes,46000,136000,18,487,112000,85000,155000,54000, Rejected
3537,1, Not Graduate, No,66000,197000,12,758,160000,44000,188000,95000, Approved
3538,2, Graduate, Yes,83000,301000,16,636,52000,51000,331000,72000, Approved
3539,0, Graduate, No,69000,207000,16,857,171000,137000,146000,88000, Approved
3540,4, Graduate, Yes,47000,125000,8,678,137000,2000,98000,70000, Approved
3541,1, Graduate, No,79000,158000,8,551,8000,35000,187000,83000, Approved
3542,3, Not Graduate, No,88000,249000,16,668,167000,172000,300000,105000, Approved
3543,1, Graduate, No,65000,234000,2,672,50000,104000,167000,76000, Approved
3544,3, Not Graduate, No,35000,137000,4,439,52000,28000,130000,44000, Approved
3545,2, Not Graduate, Yes,82000,196000,16,636,115000,23000,288000,107000, Approved
3546,0, Not Graduate, Yes,20000,60000,14,393,15000,14000,59000,29000, Rejected
3547,5, Not Graduate, No,27000,82000,2,848,70000,10000,62000,15000, Approved
3548,0, Graduate, Yes,53000,176000,4,790,20000,102000,197000,77000, Approved
3549,2, Not Graduate, No,99000,199000,6,312,214000,22000,314000,110000, Rejected
3550,2, Not Graduate, Yes,50000,195000,14,775,31000,47000,99000,65000, Approved
3551,2, Not Graduate, No,91000,186000,20,403,184000,117000,203000,92000, Rejected
3552,3, Not Graduate, Yes,76000,264000,14,867,92000,7000,279000,74000, Approved
3553,0, Graduate, No,52000,178000,18,558,83000,54000,130000,31000, Approved
3554,5, Graduate, No,18000,60000,4,548,14000,24000,65000,26000, Approved
3555,0, Not Graduate, No,73000,282000,16,486,153000,88000,164000,77000, Rejected
3556,4, Graduate, No,32000,116000,6,635,33000,46000,65000,39000, Approved
3557,5, Graduate, No,52000,207000,2,538,32000,20000,146000,36000, Approved
3558,4, Not Graduate, No,71000,282000,14,496,63000,109000,277000,46000, Rejected
3559,4, Graduate, Yes,14000,48000,6,411,14000,3000,44000,16000, Rejected
3560,4, Not Graduate, No,27000,107000,6,857,74000,42000,82000,28000, Approved
3561,5, Graduate, Yes,65000,181000,10,360,157000,106000,202000,61000, Rejected
3562,4, Graduate, No,93000,359000,18,461,98000,127000,262000,114000, Rejected
3563,0, Graduate, Yes,67000,149000,16,638,33000,69000,223000,81000, Approved
3564,5, Graduate, No,68000,193000,6,865,121000,1000,229000,90000, Approved
3565,5, Not Graduate, No,56000,136000,4,449,59000,57000,188000,43000, Rejected
3566,1, Not Graduate, Yes,19000,47000,2,870,47000,23000,39000,23000, Approved
3567,5, Not Graduate, No,84000,195000,6,815,53000,25000,240000,72000, Approved
3568,2, Not Graduate, Yes,25000,72000,16,454,42000,10000,71000,21000, Rejected
3569,1, Not Graduate, Yes,29000,99000,18,783,13000,1000,110000,26000, Approved
3570,3, Graduate, Yes,32000,74000,2,543,36000,45000,112000,46000, Rejected
3571,4, Not Graduate, Yes,30000,109000,2,786,76000,33000,80000,32000, Approved
3572,3, Graduate, Yes,8000,25000,20,395,15000,3000,16000,5000, Rejected
3573,2, Not Graduate, Yes,4000,13000,2,885,2000,3000,11000,5000, Approved
3574,2, Not Graduate, No,44000,106000,20,488,108000,24000,132000,46000, Rejected
3575,2, Not Graduate, Yes,87000,199000,10,829,75000,105000,202000,84000, Approved
3576,4, Not Graduate, No,74000,154000,6,677,220000,135000,289000,74000, Approved
3577,4, Not Graduate, Yes,57000,144000,12,645,145000,86000,129000,47000, Approved
3578,5, Not Graduate, Yes,97000,276000,10,788,94000,31000,318000,106000, Approved
3579,2, Not Graduate, No,70000,224000,6,649,122000,99000,178000,89000, Approved
3580,2, Not Graduate, No,89000,231000,4,519,228000,5000,252000,47000, Rejected
3581,3, Graduate, Yes,31000,112000,14,772,34000,58000,83000,21000, Approved
3582,4, Graduate, No,22000,61000,12,330,55000,29000,50000,22000, Rejected
3583,5, Not Graduate, Yes,71000,215000,4,557,89000,80000,264000,40000, Approved
3584,4, Graduate, Yes,82000,190000,6,334,245000,68000,286000,102000, Rejected
3585,3, Graduate, Yes,98000,284000,12,487,89000,154000,308000,111000, Rejected
3586,2, Graduate, Yes,39000,97000,8,539,44000,76000,79000,51000, Rejected
3587,2, Graduate, Yes,22000,81000,8,710,5000,29000,73000,10000, Approved
3588,5, Not Graduate, Yes,6000,17000,20,879,11000,1000,23000,7000, Approved
3589,4, Not Graduate, Yes,69000,220000,10,512,61000,91000,206000,39000, Rejected
3590,2, Graduate, Yes,74000,273000,18,561,126000,4000,271000,96000, Approved
3591,3, Not Graduate, Yes,40000,116000,6,539,59000,26000,121000,47000, Rejected
3592,3, Not Graduate, Yes,7000,20000,18,544,8000,13000,15000,4000, Rejected
3593,2, Not Graduate, Yes,19000,46000,16,631,32000,27000,45000,27000, Approved
3594,2, Graduate, No,22000,68000,20,546,46000,2000,45000,22000, Rejected
3595,1, Graduate, Yes,20000,56000,14,569,50000,11000,79000,16000, Approved
3596,4, Not Graduate, No,74000,179000,6,384,134000,123000,224000,47000, Rejected
3597,2, Not Graduate, Yes,23000,90000,6,583,36000,13000,69000,34000, Approved
3598,5, Not Graduate, Yes,40000,155000,12,517,0,6000,121000,35000, Rejected
3599,3, Graduate, Yes,15000,58000,18,420,8000,19000,41000,14000, Rejected
3600,2, Not Graduate, Yes,52000,129000,18,644,4000,50000,120000,75000, Approved
3601,2, Graduate, No,54000,145000,8,349,108000,48000,211000,66000, Rejected
3602,3, Graduate, No,77000,253000,18,662,34000,114000,191000,99000, Approved
3603,0, Not Graduate, Yes,19000,64000,20,704,9000,34000,53000,19000, Approved
3604,4, Not Graduate, Yes,64000,155000,2,324,184000,111000,139000,45000, Rejected
3605,5, Graduate, No,7000,17000,18,757,19000,2000,21000,6000, Approved
3606,3, Graduate, Yes,58000,230000,16,361,60000,101000,230000,28000, Rejected
3607,1, Graduate, No,18000,54000,4,415,44000,20000,56000,18000, Approved
3608,5, Graduate, Yes,43000,138000,18,618,96000,8000,140000,24000, Approved
3609,4, Graduate, No,80000,271000,8,524,169000,109000,256000,84000, Rejected
3610,0, Not Graduate, No,11000,41000,18,887,4000,13000,26000,13000, Approved
3611,2, Not Graduate, Yes,88000,311000,12,729,123000,24000,219000,94000, Approved
3612,4, Graduate, No,48000,186000,14,774,108000,58000,127000,65000, Approved
3613,0, Not Graduate, Yes,2000,7000,20,724,6000,0,5000,3000, Approved
3614,5, Graduate, Yes,14000,27000,16,320,9000,25000,27000,20000, Rejected
3615,5, Graduate, No,25000,64000,16,590,32000,39000,58000,35000, Approved
3616,5, Graduate, No,81000,253000,8,796,159000,126000,215000,78000, Approved
3617,0, Graduate, Yes,61000,192000,6,890,139000,59000,167000,76000, Approved
3618,0, Not Graduate, Yes,20000,46000,16,651,21000,24000,72000,16000, Approved
3619,4, Not Graduate, No,48000,101000,12,634,92000,3000,150000,69000, Approved
3620,4, Graduate, Yes,9000,28000,2,660,12000,14000,24000,9000, Approved
3621,4, Not Graduate, No,13000,35000,12,512,33000,14000,32000,7000, Rejected
3622,4, Not Graduate, Yes,42000,91000,2,900,67000,53000,109000,59000, Approved
3623,2, Graduate, Yes,33000,111000,20,823,46000,15000,117000,29000, Approved
3624,2, Not Graduate, Yes,87000,284000,12,880,80000,18000,194000,44000, Approved
3625,1, Not Graduate, Yes,8000,26000,2,439,6000,0,18000,4000, Approved
3626,5, Graduate, Yes,74000,171000,2,441,147000,16000,206000,108000, Rejected
3627,3, Not Graduate, No,69000,185000,6,360,140000,0,188000,96000, Rejected
3628,1, Graduate, Yes,88000,337000,14,561,102000,71000,257000,119000, Approved
3629,2, Graduate, Yes,86000,325000,4,758,209000,6000,180000,69000, Approved
3630,2, Graduate, No,54000,206000,18,621,112000,22000,116000,55000, Approved
3631,4, Graduate, Yes,29000,59000,18,621,2000,31000,85000,35000, Approved
3632,3, Graduate, No,98000,210000,12,342,254000,166000,269000,70000, Rejected
3633,4, Graduate, No,33000,108000,4,552,42000,9000,86000,33000, Approved
3634,0, Not Graduate, No,3000,5000,18,376,3000,0,8000,3000, Rejected
3635,0, Graduate, No,15000,43000,12,801,44000,22000,33000,11000, Approved
3636,3, Not Graduate, Yes,54000,163000,4,512,16000,34000,131000,60000, Approved
3637,0, Graduate, No,66000,152000,18,497,15000,69000,145000,93000, Rejected
3638,0, Graduate, No,57000,172000,8,386,42000,71000,144000,29000, Rejected
3639,3, Not Graduate, Yes,85000,261000,2,683,66000,104000,241000,57000, Approved
